application_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45,mvar46,mvar47,default_ind
231142,1658,0.4731,26.772,7.655,0,missing,10307,missing,3606,10307,861,missing,145,48559,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,2996,5870,5870,0,7087,missing,missing,394,0.25,1,na,2,4,2,0,missing,missing,0.6875,0,1,0,1,L,0
231143,1835,0,0,0,0,1089,30133,12517,104798,103495,missing,40303,34864,128830,147767,0,0,0,2,7,41.04,7026.83,6947.22,39.84,3686,5566,5566,30386,5840,4045,missing,1333,11.9167,0,0,15,10,4,0,missing,53.599,0,21,0.57138,0,0,L,0
231144,1926,0,0,0,0,13480,29475,13480,37163,45360,missing,1059,0,29730,295476,0,0,0,0,0,0.72,0,0,3.6,3338,4441,791,30386,15239,missing,missing,439,26.0833,0,na,3,3,2,0,missing,missing,0,6,0.99171,0,na,L,0
231145,1889,0.0346,0,0,0,4955,18696,18696,114262,69914,missing,8283,55915,99100,256288,0,0,0,0,0,25.33,966.96,0,8.56,2527,6357,6357,30386,10950,3893,missing,997,33.6667,0,0,3,7,3,0,missing,89.591,0,10,0.89699,0,0,L,0
231146,1926,0.3034,0,0,0,592,35706,12783,28566,63103,missing,1937,18660,49550,149676,0,0,0,0,0,10.83,0,0,7.35,3361,7026,7026,30386,7026,61,missing,663,1.3333,0,0,3,3,3,0,missing,0.114,0,8,0.5516,na,0,L,0
231147,1929,N/A,0,0,0,991,18334,18334,66718,63994,missing,4011,38572,71352,405319,0,0,0,0,0,9.32,1833.14,1833.14,2.03,2224,4745,4745,30386,7209,missing,missing,1170,24.8333,0,0,5,11,2,0,missing,missing,0,9,0.93912,0,0,L,0
231148,1873,0.2814,0,0,0,0,11734,11734,55301,11000,missing,12347,31677,148650,missing,0,0,0,1,1,15.42,6094.68,8306.45,7.18,1782,6053,6053,30386,8182,missing,missing,703,0.3333,0,0,1,10,3,0,missing,missing,0,5,0.82671,na,na,L,0
231149,1941,0.0911,0,0,0,5946,77831,26156,88398,105380,missing,9508,125982,89190,396400,0,0,0,0,0,9.81,1463.71,1751.88,1.07,1713,2008,2008,30386,9764,2920,missing,901,15.5833,0,0,2,8,2,0,missing,missing,0,9,0.93198,0,0,L,0
231150,1927,0,0,0,0,9910,180154,14865,64415,409714,missing,0,9289,198200,541352,0,0,0,0,0,N/A,0,N/A,0,3072,7300,7300,30386,7300,missing,missing,505,12.0833,0,0,2,3,1,0,missing,missing,0,7,0.72023,0,na,L,0
231151,1850,0.1434,0,0,0,2180,11892,11892,45140,27289,missing,112,1956,79280,missing,0,0,0,0,0,1.51,46.69,57.95,0.28,551,1308,1308,30386,1308,missing,missing,181,3.5,0,0,1,0,5,0,missing,missing,0,12,1,na,na,L,0
231152,1753,0.1171,8.342,0,0,297,19820,19820,60352,32874,missing,15448,106031,0,693700,0,0,0,0,0,48.19,0,N/A,51.51,3603,10676,7756,0,10676,missing,missing,1303,20.3333,0,na,2,10,1,0,missing,missing,0.07143,4,0.81005,1,0,L,0
231153,1883,0,0,0,0,991,10277,10277,41002,28115,missing,8923,19931,71352,missing,0,0,0,0,0,33.33,443.04,813.95,24.59,2327,7391,4928,30386,8699,missing,missing,765,0.9167,0,0,4,5,2,0,missing,missing,0,9,0.92381,na,na,L,0
231154,1792,0,0.998,0,0,297,5908,5908,61194,17151,missing,15143,3063,86217,770007,0,0,0,1,1,71.15,6053.92,6053.92,42.35,3546,8000,8000,304,8304,missing,missing,1399,4.4167,0,0,6,7,3,0,missing,missing,0,9,0.45539,na,0,L,0
231155,1861,0.2213,0,0,0,496,5737,5737,21339,32261,missing,6329,12928,49550,140329,0,0,0,0,0,38.76,N/A,N/A,35.28,2210,3589,3589,30386,3589,1338,3437,218,6.1667,0,na,6,1,1,0,51.472,71.337,0,10,0.45078,na,0,L,0
231156,1717,N/A,4.834,0,0,missing,347,missing,44545,10368,missing,2614,1084,61442,115947,na,0,0,0,0,20.14,N/A,N/A,20.14,3231,7087,7087,0,14965,missing,missing,956,14.75,1,na,2,8,0,0,missing,missing,0.15385,1,N/A,1,na,L,0
231157,1703,0.9261,8.066,0,0,missing,508,missing,30147,508,missing,0,0,29730,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,4662,7239,7239,213,9277,3680,3833,1073,2.8333,0,na,1,7,1,0,missing,95.982,0.40909,1,1,0,0,L,0
231158,1806,0.1534,0,0,0,4663,7065,7065,49352,23421,284,660,3856,77298,missing,0,0,0,0,0,5.33,0,0,2.73,2459,5262,5262,1065,7787,missing,missing,485,21.3333,0,0,2,4,2,0,missing,missing,0.1,7,0.55706,na,na,L,0
231159,1936,N/A,0,0,0,6265,29345,12388,65902,76587,missing,4785,41677,0,223940,0,0,0,0,0,12.07,N/A,N/A,9.2,2837,8334,8334,30386,8334,missing,missing,653,9.25,0,na,5,5,0,0,missing,missing,0,7,0.96551,0,na,L,0
231160,1754,0.1261,0,0,0,475,8349,3551,496,5958,150,3729,16073,109010,313847,0,0,0,0,0,4.45,N/A,N/A,0,2697,1247,1247,30386,8273,missing,8273,266,6.5,0,na,2,2,1,0,53.346,missing,0.5,2,0.96772,0,na,L,0
231161,1660,0.9586,5.888,0,0,missing,1336,missing,missing,1336,8715,missing,missing,99100,266579,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,1095,missing,missing,missing,0.6667,0,na,8,na,4,0,missing,missing,1,1,1,na,0,L,0
231162,1731,1.5014,0.97,0,0,1982,5946,5946,82501,24032,missing,4490,4322,84235,missing,0,0,0,1,2,N/A,2992.13,2132.24,0,1163,882,882,61,6965,4198,missing,344,0.4167,0,0,1,3,9,0,missing,missing,0,7,0.52305,na,0,L,0
231163,1814,0.5819,0,0,0,248,12233,2676,38104,43758,missing,9235,5007,158560,103362,0,0,0,1,1,60.93,3551.68,5550.88,28.2,830,1399,1399,30386,1399,1186,missing,300,3.75,0,0,9,0,8,0,missing,51.787,0,25,0.67141,0,0,L,0
231164,na,N/A,6.745,0,0,missing,missing,missing,198,0,7239,missing,missing,49550,1174335,na,na,na,0,0,N/A,N/A,N/A,N/A,928,missing,missing,30,5019,missing,missing,61,15.5833,0,na,3,1,1,na,missing,missing,1,0,N/A,na,na,L,0
231165,1798,0.373,0,0,0,65,32517,2741,29235,38122,missing,13073,3778,101082,265389,0,0,0,6,6,65.1,6850.98,5576.19,76.24,1281,1004,1004,1004,8730,missing,missing,337,8.6667,0,0,9,3,7,0,missing,missing,0.10714,10,0.93971,0,0,L,0
231166,1862,0.2658,0,0,0,1487,9910,9910,26063,36709,missing,5399,10879,79280,420015,0,0,0,0,0,49.53,114.45,0,24.21,1725,3315,3315,30386,3407,2859,missing,397,0.9167,0,0,3,6,3,0,missing,95.175,0,7,0.79902,na,0,L,0
231167,1759,0.2122,0,0,0,350,3776,396,12838,7705,missing,8653,1881,118920,233381,0,0,0,1,1,91.63,7162.71,9163.33,68.52,152,2585,91,1186,3680,missing,missing,10,1,0,0,6,0,8,0,missing,missing,0.23077,8,0.56147,0,0,L,0
231168,1881,0.1351,0,0,0,1982,16221,16221,41672,45894,missing,686,1710,19820,195612,0,0,0,0,0,N/A,942.86,1100,0.08,2236,4258,4258,30386,4258,missing,missing,588,3.6667,0,na,2,6,3,0,missing,missing,0,9,0.87728,na,na,L,0
231169,1670,0.1284,9.031,0,0,6045,102789,6045,6648,149049,9672,0,663,1585600,604510,0,0,0,0,0,N/A,N/A,N/A,0,3011,6722,6722,0,6722,missing,1186,396,0.5,0,na,7,3,5,0,123.775,missing,0.84,3,0.94706,1,na,L,0
231170,1722,1.6493,9.754,0,0,302,25208,302,23307,37481,1480,5355,10459,64415,missing,0,0,0,1,2,47.47,4454.55,4454.55,40.48,1897,4350,4198,91,7270,2433,missing,499,17.1667,1,0,10,7,3,0,missing,missing,0.35294,5,0.99071,0,0,L,0
231171,1709,0.2201,17.857,0,0,missing,287,missing,4707,322,6853,0,0,54505,missing,na,0,0,0,0,N/A,N/A,N/A,N/A,2365,3285,3285,0,5384,4410,4167,311,0.1667,0,na,4,4,5,0,99.918,missing,0.29167,13,0.71005,na,0,L,0
231172,1795,0.3496,0,0,0,91,5398,2527,23289,8491,missing,20196,4884,34685,missing,0,0,0,2,2,86.72,6697.5,9816,86.72,1724,4563,4563,30386,4563,882,missing,170,6,0,0,4,1,2,0,missing,22.474,0,4,0.68408,na,0,C,1
231173,1730,0.7794,0,0,0,70,4507,1425,6759,9045,410,4780,5996,35676,21802,0,0,0,2,2,74.2,7124,7124,74.2,730,821,821,243,5901,2129,5901,96,0.0833,0,0,6,1,4,0,missing,70.792,0.27273,5,0.65387,na,0,C,0
231174,1752,0.3768,0,0,0,116,29788,116,3122,62154,missing,528,2401,49550,missing,0,0,0,1,1,82,8200,8200,82,928,2342,2342,760,4806,missing,missing,61,1.75,0,0,6,1,2,0,missing,missing,0.13333,7,0.49074,0,na,C,0
231175,1758,0.3948,3.669,0.291,0,81,28311,209,19879,39530,missing,7261,4908,29730,missing,0,0,0,4,4,92.69,9180,9180,58.83,2018,3680,3680,335,5505,3741,2129,597,10.1667,0,0,12,8,2,0,115.61,22.95,0.10345,11,0.33812,0,0,L,1
231176,1735,0.6221,5.075,0,0,100,19458,100,503,22143,missing,197,missing,148650,missing,0,0,0,0,0,66.33,6633.33,6633.33,N/A,61,2646,61,61,11011,3680,missing,2,11.0833,0,0,3,0,2,0,missing,89.104,0.27273,2,0.61067,0,0,C,0
231177,1616,0.2434,61.158,0,22.843,297,297,297,5361,297,21839,0,0,18334,181540,0,0,0,0,0,N/A,N/A,N/A,215.29,3057,6266,6266,0,6266,5384,2190,1206,N/A,0,na,11,12,1,0,missing,missing,0.5641,2,N/A,0,0,C,0
231178,1671,0.0721,10.34,0,2.382,8039,8039,8039,793,2894,4151,1871,3504,79280,169186,0,0,0,0,0,18.88,N/A,N/A,N/A,2464,missing,missing,0,5749,missing,5749,81,0.5833,0,na,7,1,7,0,164.165,missing,0.76923,2,0.67958,na,0,C,0
231179,1629,0.789,6.354,1.37,0,missing,3828,missing,99,3828,missing,missing,0,64415,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,274,1490,274,0,1521,1156,missing,9,2.8333,1,1,3,0,3,0,missing,83.813,0.66667,0,1,na,0,C,0
231180,1687,1.2236,7.914,0,0,missing,698,missing,missing,1272,626,missing,missing,57478,missing,na,na,0,0,1,N/A,10000,N/A,N/A,missing,missing,missing,0,2677,2677,missing,missing,0.5,0,na,5,na,3,0,missing,86.106,0.57143,3,0.58994,na,0,C,0
231181,1780,0.7934,0.227,0,0,155,113802,1138,16847,128041,missing,10104,514,148650,394736,0,0,0,1,1,88.66,8866.09,8866.09,84.97,2122,4775,4775,183,6935,821,missing,279,0.1667,1,0,6,2,6,0,missing,59.051,0,6,0.61368,0,0,C,0
231182,1848,0.2601,0,0,0,4460,17358,17358,163499,100060,missing,54419,47904,227930,530681,0,0,0,0,0,50.45,1806.35,3140.73,36.93,2968,5384,5384,30386,6722,4410,missing,1366,12.3333,0,0,7,9,5,0,missing,missing,0,15,0.88086,0,0,C,0
231183,1823,0.4006,0,0,0,471,29730,19086,195029,92713,missing,73425,41561,90379,153110,0,0,0,2,2,64.65,8642.86,8642.86,51.24,2261,8486,8486,30386,8486,3802,missing,669,3.3333,0,0,7,5,3,0,missing,96.421,0,13,0.28897,0,0,C,0
231184,1735,0.5443,0.878,0,0,355,12107,539,8265,18631,missing,4119,9087,272525,453308,0,0,0,1,1,61.14,5156.19,6306.12,56.64,1570,4563,4563,30,4563,missing,missing,258,0.8333,0,0,7,3,7,0,missing,missing,0.29412,8,0.69667,0,0,L,0
231185,1843,0.2151,0,0,0,19820,31080,19820,missing,31080,missing,0,missing,84235,missing,0,0,0,0,0,N/A,N/A,N/A,N/A,8304,missing,missing,30386,8304,426,missing,273,6.1667,0,na,1,1,1,0,missing,10.853,0,1,1,na,0,L,0
231186,1722,1.8445,0,0,0,missing,116,missing,missing,125,missing,189,missing,792800,132922,na,0,0,1,2,N/A,8200,9550,N/A,missing,61,missing,30386,243,missing,missing,missing,0.5,0,na,1,na,2,0,missing,missing,missing,1,0.66725,na,na,L,0
231187,na,0.2581,6.228,0,0,missing,missing,missing,missing,0,10988,missing,missing,49550,35676,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,2068,missing,missing,missing,0.6667,0,na,10,na,7,na,missing,missing,1.06667,0,N/A,na,na,L,1
231188,1789,0.4714,0.286,0,0,166,14061,1982,45616,6831,missing,5349,6020,123875,394912,0,0,0,1,2,78.23,N/A,N/A,16.16,2849,1430,1430,152,8882,missing,517,843,13.9167,1,na,8,7,4,0,100.366,missing,0.04167,11,0.804,0,0,C,0
231189,1695,0.5911,0.454,0,0,missing,missing,missing,941,743,1156,0,0,49550,237970,na,na,na,0,0,N/A,N/A,N/A,0,missing,2008,missing,30,9794,missing,missing,missing,26.9167,0,na,1,na,1,na,missing,missing,0.5,3,N/A,0,na,C,0
231190,1627,0.6436,72.295,0,59.047,missing,6855,missing,390,7847,44853,271,455,56487,111378,na,na,na,0,0,N/A,N/A,N/A,69.29,missing,608,missing,30,3255,1065,3255,missing,0.3333,0,na,16,na,12,0,missing,64.828,0.61538,2,0.91924,na,0,C,0
231191,1786,N/A,0,0,0,0,0,0,0,0,missing,42042,missing,0,missing,0,0,0,0,0,100,N/A,N/A,N/A,6205,missing,missing,30386,6205,3833,4775,204,5.3333,0,na,na,1,0,0,missing,missing,0,0,1,na,0,C,0
231192,1781,1.1651,0.201,0,0,496,12178,1635,8186,19584,missing,483,1447,79280,missing,0,0,0,0,0,N/A,0,0,6.16,994,1643,1643,578,5384,882,missing,98,4.3333,0,0,3,0,5,0,missing,60.767,0.16667,10,0.97505,na,0,C,0
231193,1712,0.5901,9.636,1.644,0,missing,9106,missing,149,17502,707,missing,missing,95136,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,4897,3072,missing,missing,20.4167,0,na,4,na,3,0,missing,88.771,0.22727,3,0.59059,0,0,C,0
231194,1651,4.0384,8.849,0,0,missing,1877,missing,missing,1877,34501,missing,missing,45586,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,8334,913,missing,missing,3.25,0,na,7,na,3,0,missing,79.185,0.90909,2,1,na,0,C,0
231195,1607,1.1101,4.339,0,4.339,missing,missing,missing,55,0,14668,missing,missing,64415,19820,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,4410,missing,1217,missing,0.0833,0,na,4,na,1,0,107.723,missing,1,0,1,na,na,C,0
231196,1729,0,5.936,0,0,18,12886,18,21816,21378,50,725,2337,69370,missing,0,0,0,1,1,97.6,9760,N/A,12.1,2319,4654,3163,30,5475,missing,missing,305,10.5833,0,0,4,3,2,0,missing,missing,0.66667,3,0.68207,0,0,C,0
231197,1690,0.389,0.849,0.578,0,missing,19706,missing,2405,28440,26,0,missing,57478,242057,na,0,0,0,0,N/A,N/A,N/A,N/A,1125,4076,missing,61,5293,3072,missing,148,19.6667,1,na,5,4,2,1,missing,95.555,0.42857,3,0.65705,0,0,C,0
231198,1583,0.337,26.423,0,6.178,680,3426,680,3889,4106,8215,1871,2054,57478,247862,0,0,0,1,1,77.06,N/A,N/A,113.84,1582,2890,2890,0,8000,missing,8000,520,6.3333,0,na,15,10,3,1,missing,missing,0.78571,1,0.99477,1,na,C,1
231199,1852,0.2826,0,0,0,297,18923,14305,42762,34402,missing,1567,30780,396400,753160,0,0,0,0,0,8.06,N/A,N/A,9.19,2757,3620,3620,669,5353,2008,missing,725,2.6667,0,na,3,8,1,0,missing,missing,0,5,0.99604,0,0,C,0
231200,1747,2.0718,0.15,0,0,30,9880,30,5970,14484,missing,5183,1286,74325,143715,0,0,0,4,4,94,7555.56,7555.56,76.71,1247,1612,1612,456,5019,missing,missing,123,13.6667,0,na,7,2,6,0,missing,missing,0.07143,7,0.78034,0,0,C,0
231201,1693,0.6159,24.629,0,4.674,34,7130,34,9890,16813,missing,570,4403,218020,missing,0,0,0,2,3,82.14,8866.67,8866.67,82.14,1237,3194,3194,30,9764,4228,1582,244,0.75,0,0,8,4,4,1,117.691,77.525,0.2963,3,0.44849,2,0,C,1
231202,1668,1.5221,1.417,0,0,missing,739,missing,missing,756,1605,missing,missing,33694,93992,na,na,0,0,1,N/A,N/A,N/A,N/A,missing,1217,missing,365,1217,missing,missing,missing,2.75,0,na,5,na,4,0,missing,missing,0.85714,2,0.88822,na,0,C,0
231203,1874,0,0,0,0,9415,9415,9415,14766,15547,missing,0,missing,3,missing,0,0,0,0,0,N/A,N/A,N/A,0,1278,2008,2008,30386,6631,missing,missing,84,1.5,0,na,1,1,2,0,missing,missing,0,4,1,na,0,C,0
231204,1863,0.0751,0,0,0,684,14801,8424,105641,48591,missing,29409,6605,59460,114156,0,0,0,2,2,82.87,N/A,N/A,60.94,3701,7057,7057,30386,10068,1825,missing,1460,12.3333,0,na,7,11,2,0,missing,44.865,0,11,0.77982,0,0,C,0
231205,1762,1.4084,6.05,0,0,705,28957,5469,43802,65629,52,15854,34306,183335,514346,0,0,0,0,0,26.36,2223.08,2890,9.25,2753,5870,5870,30,5870,3772,3711,905,6.75,1,0,8,8,3,0,101.147,96.283,0.33333,7,0.78198,0,0,C,1
231206,1680,2.9831,1.52,1,0,0,21158,2024,55816,38379,missing,47636,79052,79280,missing,1,1,1,7,7,96.91,9920.13,9330.64,93.89,593,1490,1490,61,2220,1095,missing,156,9.3333,3,0,11,0,10,0,missing,56.644,0,12,0.25235,na,0,L,1
231207,1748,0.8901,0.224,0.224,0,8,7822,743,7135,8822,missing,3063,missing,41622,343382,0,0,0,2,2,92.27,8745,N/A,74.05,2418,3103,3103,578,5870,3772,missing,318,2.8333,0,0,3,3,1,0,missing,73.177,0.18182,2,0.87447,0,0,C,0
231208,1870,0.1665,0,0,0,3577,4381,3577,3964,8517,missing,387,2875,247750,missing,0,0,0,0,0,9.78,N/A,N/A,9.78,973,973,973,30386,1369,183,missing,32,19.4167,0,na,3,0,2,0,missing,92.283,0,3,0.62137,na,0,L,0
231209,1679,0.4299,1.973,0,1.627,missing,0,missing,missing,0,3531,missing,missing,29730,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,700,missing,missing,30,8395,missing,1825,23,1.5833,0,na,9,1,10,0,109.351,missing,0.7,4,0.36319,na,na,C,1
231210,1833,1.3384,1.073,0,1.073,322,10627,3964,52454,38225,missing,6362,11519,59460,missing,0,0,0,0,0,22.08,1937.5,1937.5,23.71,1382,3528,3528,30,7756,2464,7756,727,6.1667,0,0,13,7,3,0,116.851,missing,0.22857,17,0.84596,0,0,C,0
231211,1712,0.2551,0.212,0,0,2,3964,1487,19166,17663,364,6320,15220,79280,missing,0,0,0,2,2,99.96,9996,N/A,48.59,1430,7422,1643,517,8091,4593,missing,329,8.6667,1,0,8,2,11,1,missing,90.826,0.13636,17,0.67585,na,0,C,0
231212,1880,0.0946,0,0,0,498,43293,21207,57032,83101,missing,39860,22497,0,888123,0,0,0,1,1,69.33,1200,1200,49.41,2430,3163,3163,30386,7361,2707,2920,799,N/A,0,0,6,8,2,0,32.921,62.28,0,8,0.92344,0,0,C,0
231213,1850,N/A,0,0,0,34,8919,8919,19844,18169,missing,2444,3034,79280,207481,0,0,0,1,1,98.64,0,0,15.13,2055,2768,2768,30386,5992,missing,missing,473,11.0833,0,0,1,4,2,0,missing,missing,0,5,1,0,na,L,0
231214,1758,0.7672,0,0,0,17,3054,3054,8374,5212,missing,3162,427,118920,missing,0,0,0,1,1,37.76,3776.33,3776.33,37.76,167,243,243,30386,243,missing,missing,22,0.5,0,0,4,0,4,0,missing,missing,0,4,0.3864,na,na,C,0
231215,1848,0.3901,0,0,0,288,12309,12309,30646,45564,missing,4695,4844,57478,227930,0,0,0,0,1,23.88,0,N/A,16.74,2087,3772,3772,2099,3772,3194,3772,549,4,0,0,8,5,2,0,90.822,34.113,0,12,0.81282,0,0,C,0
231216,1796,0.4726,0,0,0,8,4026,8,496,4112,missing,488,372,49550,74703,0,0,0,1,1,98.4,N/A,N/A,98.4,1095,1095,1095,30386,1095,973,missing,36,0.0833,0,na,3,0,1,0,missing,47.034,0,3,0.66642,na,0,C,1
231217,1711,1.3574,0,0,0,14,3937,3937,12090,7616,missing,36432,25277,51532,82263,0,0,0,4,4,86.11,3897.59,5285.71,45.33,1558,2220,2220,943,5323,1795,missing,461,34.5833,0,0,15,2,14,0,missing,100.144,0,21,0.32817,na,0,L,0
231218,1735,0.5402,7.066,0,0,34,429,34,297,741,1849,264,missing,49550,187722,0,0,0,1,1,88.67,8866.67,N/A,88.67,1080,578,578,30,2646,missing,2646,71,18.4167,0,0,8,1,1,0,109.44,missing,0.25,7,0.33018,na,na,C,1
231219,1583,0.469,1.033,1.033,0,missing,missing,missing,missing,0,1620,missing,missing,39640,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,4167,700,missing,missing,0.3333,0,na,5,na,3,na,missing,missing,0.875,0,N/A,na,0,L,0
231220,1751,0.3894,2.236,0,0,297,35204,297,144199,50614,859,367,2098,247750,182026,0,0,0,0,0,N/A,4625,4625,14.23,2114,4228,4198,91,8152,missing,missing,1251,16.4167,1,na,5,15,4,0,missing,missing,0.10345,8,0.65914,0,0,C,1
231221,1682,0.3711,11.333,0,0,missing,2559,missing,missing,5388,1785,missing,missing,148650,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,3620,669,missing,missing,5.25,0,na,8,na,9,0,missing,89.939,0.8,3,0.41668,na,0,C,1
231222,1600,1.3501,15.16,3.69,0,missing,20589,missing,missing,34020,942,missing,missing,227930,153605,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,61,3954,missing,missing,missing,2.3333,1,na,5,na,1,0,missing,missing,0.77778,0,0.68656,na,1,C,0
231223,1743,1.4421,0,0,0,0,5346,559,4856,8578,missing,9106,5194,133785,222480,0,0,0,4,4,73.26,7895.11,7895.11,41.29,491,943,943,1247,4593,missing,missing,113,4.75,0,0,5,1,9,0,missing,missing,0.46154,7,0.47145,na,0,C,0
231224,1633,0.083,3.334,0,0,0,891,15,6281,972,missing,6200,2281,39640,311670,1,1,1,4,4,101.09,10108.93,N/A,100.1,477,973,517,30,973,missing,missing,47,3.9167,0,2,5,0,5,0,missing,missing,0.4,2,0.75548,na,0,C,0
231225,1834,0.3859,0,0,0,776,1632,1632,1387,3749,missing,862,330,39640,missing,0,0,0,0,0,34.12,1380.95,1550.91,1.21,183,426,426,30386,487,missing,missing,18,1.0833,0,0,1,0,7,0,missing,missing,0,4,0.98046,na,na,C,0
231226,1720,0.0569,0,0,0,missing,7928,missing,18036,11595,missing,0,9124,39640,124359,0,0,0,0,0,N/A,0,0,0,2762,3407,missing,1278,5749,missing,missing,454,3.6667,2,na,na,5,3,0,missing,missing,0.1875,5,N/A,na,na,C,0
231227,1791,0.3665,7.655,7.655,0,496,5537,3964,7844,12999,missing,20,394,331985,missing,0,0,0,0,0,N/A,28.37,N/A,0.27,689,821,821,30,4106,3133,3772,136,0.3333,0,0,4,2,6,0,125.78,82.375,0.1875,8,0.6087,na,1,C,0
231228,1749,0.1563,0,0,0,missing,34267,missing,52394,51803,missing,0,0,0,missing,0,0,0,0,0,N/A,N/A,N/A,0,3029,1703,missing,1430,13201,578,missing,697,0.5,0,na,4,7,3,0,missing,50.717,0.03448,7,0.64993,0,0,L,0
231229,1755,0.1828,0.218,0,0,153,2174,2174,27005,11603,missing,13916,16567,89190,missing,0,0,0,2,2,65.88,5855.39,6343.33,54.53,2092,2859,2859,487,3163,missing,missing,619,4.6667,0,0,11,6,2,0,missing,missing,0,13,0.27104,na,na,L,0
231230,1734,3.4628,5.299,0,0,105,19672,496,2081,20273,414,390,0,56487,90332,0,0,0,1,1,78.8,7880,7880,39.4,953,2312,2312,30,5323,2068,missing,188,10.3333,0,0,4,5,1,0,missing,21.541,0.64286,2,0.59574,0,0,L,0
231231,1661,5.7595,20.321,5.708,0,missing,588,missing,991,588,missing,missing,95,123875,517282,na,na,na,0,0,N/A,N/A,N/A,N/A,1118,1338,1338,0,5171,1278,5171,147,6.6667,0,na,4,2,1,0,missing,missing,0.46154,1,0.9569,1,2,L,1
231232,1632,5.3034,3.159,0,0,85,204,85,missing,204,182,113,0,123875,missing,0,0,0,0,0,57,5700,5700,N/A,314,821,821,91,3772,1430,3772,31,0.5833,0,0,3,0,13,0,105.908,98.755,0.96875,2,0.73583,na,0,L,1
231233,na,0.7901,N/A,N/A,N/A,missing,missing,missing,missing,missing,missing,missing,missing,29730,164877,na,na,na,0,na,N/A,N/A,N/A,N/A,missing,missing,missing,missing,missing,missing,missing,missing,0.1667,na,na,na,na,na,na,missing,missing,missing,na,N/A,na,na,C,0
231234,na,N/A,0,0,0,0,0,0,missing,0,missing,358,missing,29730,missing,1,1,1,1,1,120.33,12033.33,12033.33,N/A,61,61,61,30386,61,missing,missing,2,0.8333,0,0,na,0,1,0,missing,missing,missing,na,1,na,na,C,1
231235,1608,1.5445,17.575,0,0,missing,0,missing,1897,0,715,1897,903,29730,110272,na,1,1,3,3,N/A,10320,10320,109.37,missing,365,missing,0,1065,152,missing,missing,3.25,1,na,6,na,6,0,missing,101.164,0.375,4,0.98322,na,0,C,1
231236,1650,N/A,19.548,0,0,133,133,133,14300,4394,8514,1651,188,42613,missing,0,0,0,1,1,92.56,N/A,N/A,58.5,3142,6692,6692,30,13262,2038,missing,723,1,0,na,3,7,3,0,missing,missing,0.5,2,1,0,0,C,1
231237,1729,0.6283,0.683,0,0.683,0,10034,0,5563,10653,missing,2940,1922,247751,270893,2,2,2,3,3,101.71,7916.67,N/A,97.28,3741,1916,1916,304,7422,3376,7422,492,4,0,na,4,2,2,0,69.331,missing,0.28571,4,0.88525,na,0,C,1
231238,1779,0.8201,3.293,0,0,233,23784,23784,6188,13458,165,7030,3018,123875,missing,0,0,0,3,3,56.08,4800.89,4873.39,69.2,2437,6753,6753,61,6813,5536,5475,721,3.8333,0,0,9,4,8,0,101.311,71.616,0.17241,11,0.45816,na,0,C,0
231239,1693,N/A,0,0,0,66,66,66,0,0,missing,2708,2806,72343,288311,0,0,0,0,0,97.61,N/A,N/A,N/A,1703,2768,2768,852,3498,missing,missing,280,8.75,0,na,na,5,0,0,missing,missing,0.5,1,1,na,na,C,0
231240,1595,1.1164,17.128,7.655,0,531,531,531,198,0,38482,658,missing,99100,48955,0,0,0,0,0,55.33,N/A,N/A,N/A,951,missing,missing,0,4350,2129,missing,125,1.6667,0,na,8,1,5,0,missing,missing,1.06667,0,1,na,1,C,1
231241,1744,0.7526,2.123,0,0,13,3964,361,65901,9754,missing,19537,16663,89190,missing,0,0,0,4,4,96.66,8804.65,8355.56,78.42,1306,3528,3528,30,5870,4228,2251,902,8.1667,0,0,10,19,5,0,74.357,missing,0.10638,13,0.38561,0,0,C,0
231242,1693,5.9538,1.933,0,0,0,595,595,3947,1190,1016,2341,1332,123875,213272,1,1,1,2,2,100.51,6653.52,2251.61,80.07,389,700,700,30,6509,missing,missing,64,4.25,0,0,2,2,4,0,missing,missing,0.14286,3,0.85224,na,0,L,1
